year,name,english_name,length,genres,release_date,location,nation,director,company,link,awards,nominations,mid,rating,total_box_office,main_actors
2013,艳之夜,Tsuya's Nights,,剧情,2013年1月26日,日本上映,日本,行定勋,Toei Co. Ltd.,http://movie.mtime.com/172481/,0,0,172481,6.1,-,阿部宽 ; Hiroshi Abe ; 真木阳子 ; Yoko Maki ; 小泉今日子 ; Kyôko Koizumi ; 忽那汐里 ; Shiori Kutsuna
2013,姐姐,A Boy’s Sister,,剧情,2013年1月3日,韩国上映,韩国,李元植,,http://movie.mtime.com/190209/,0,0,190209,7,-,李柱胜 ; Ju-seung Lee ; 成宥利 ; Yu-ri Sung
2013,伴郎2,The Best Man Holiday,,喜剧,2013年11月15日,美国上映,美国,马尔科姆·D·李,环球影业,http://movie.mtime.com/193882/,0,0,193882,6.6,-,泰伦斯·霍华德 ; Terrence Das.. ; 泰雅·迪格斯 ; Taye Diggs ; 尼娅·朗 ; Nia Long ; 哈罗·佩里纽 ; Harold Perri..
2013,爱情的模样,The Face of Love,92分钟,爱情 喜剧 剧情,2014年3月7日,美国上映,美国,Arie Posin,Tanweer Films,http://movie.mtime.com/173051/,0,0,173051,7.5,-,罗宾·威廉姆斯 ; Robin Williams ; 艾米·布伦尼曼 ; Amy Brenneman ; 艾德·哈里斯 ; Ed Harris ; 安妮特·贝宁 ; Annette Bening
2013,自相残杀,Dog Eat Dog,102分钟,剧情,2013年9月7日,日本上映,日本,青山真治,Bitters End,http://movie.mtime.com/199010/,0,0,199010,6,-,菅田将晖 ; Masaki Suda ; 光石研 ; Ken Mitsuishi ; 田中裕子 ; Yûko Tanaka ; Yukiko Shinohara
2013,我的独裁者,나의 독재자,,剧情,2014年10月30日,韩国上映,韩国,李海俊,,http://movie.mtime.com/182734/,0,0,182734,6.6,-,朴海日 ; Hae-il Park ; 薛景求 ; Kyung-gu Sol ; 蔡秀彬 ; 채수빈 ; 柳惠英 ; 류혜영
2013,伟大诱惑,The Grand Seduction,113分钟,喜剧,2013年8月2日,中国台湾上映,加拿大,唐·麦凯勒,Entertainment One,http://movie.mtime.com/204336/,0,0,204336,7.3,-,布莱丹·格里森 ; Brendan Glee.. ; 泰勒·克奇 ; Taylor Kitsch ; 莲妮·芭拉班 ; Liane Balaban ; 高登·平森特 ; Gordon Pinsent
2013,青出于蓝,Day Trip,,短片 奇幻 剧情,2012年12月,韩国上映,韩国,朴赞郁,,http://movie.mtime.com/189759/,0,0,189759,6.1,-,全孝静 ; Hyu-jeong Jeon ; 宋康昊 ; Kang-ho Song
2013,危险的传言,,121分钟,剧情 犯罪,2014年2月20日,韩国上映,韩国,金光植,,http://movie.mtime.com/198112/,0,0,198112,6.9,-,金康宇 ; Kang-woo Kim ; 高昌锡 ; Chang-Seok Ko ; 郑进永 ; Jin-yeong Je.. ; 朴圣雄 ; Sung-woong P..
2013,我为勾勾狂,"Getting Go, the Go Doc Project",91分钟,剧情,2013年3月4日,美国上映,美国,Cory James Krueckeberg,PRO-FUN media Filmverleih,http://movie.mtime.com/212494/,0,0,212494,7.6,-,坦纳·科恩 ; Tanner Cohen ; Matthew Camp ; Ramón Olmos Torres ; 朱迪·麦克兰 ; Judy McLane
2013,东方中国梦,Dong Fang Zhong Guo Meng,95分钟,剧情,2013年6月27日,中国上映,中国,杨真,,http://movie.mtime.com/203196/,0,0,203196,3.6,44.0万,果静林 ; Jinglin Guo ; 王千友 ; Qianyou Wang ; 刁海明 ; Hai Ming Diao
2013,陆战特攻,Battle of the Damned,,动作 冒险 科幻,2013年7月12日,德国上映,美国,Christopher Hatton,Bleiberg Entertainment,http://movie.mtime.com/161649/,0,0,161649,5.4,-,杜夫·龙格尔 ; Dolph Lundgren ; Matt Doran ; David Field ; Melanie Zanetti
2013,和谐课程,Harmony Lessons,120分钟,剧情,2013年2月14日,德国上映,哈萨克斯坦,埃米尔·拜扎辛,Arizona Films,http://movie.mtime.com/192251/,0,0,192251,8.1,-,提穆尔·艾达贝科夫 ; Timur Aidarb.. ; 阿斯兰·阿纳巴耶夫 ; Aslan Anarba.. ; 安内尔娅·阿迪尔贝科娃 ; 穆赫塔尔·安达索夫 ; Mukhtar Anda..
2013,人生回环赛,La grande boucle,98分钟,喜剧,2013年6月12日,法国上映,法国,洛朗·杜尔,Wild Bunch Distribution,http://movie.mtime.com/201706/,0,0,201706,7.5,-,科洛维斯·科尔尼拉 ; Clovis Corni.. ; 伯利·兰内尔 ; Bouli Lanners ; 布鲁诺·罗塞 ; Bruno Lochet ; 艾里·阿比坦 ; Ary Abittan
2013,你不只是美,You Are More Than Beautiful,网络电影,短片 剧情,2013年6月13日,韩国上映,韩国,金泰勇,优酷网,http://movie.mtime.com/164403/,0,0,164403,6.9,-,朴熙顺 ; Hee-soon Park ; 孔孝珍 ; Hyo-jin Kong
2013,某科学的超电磁炮S,とある科学の超電磁砲S,,,2013年4月12日,日本上映,日本,长井龙雪,,http://movie.mtime.com/195758/,0,0,195758,8.1,-,冈本信彦 ; Nobuhiko Oka.. ; 佐藤利奈 ; Rina Satou ; 新井里美 ; Satomi Arai ; 丰崎爱生 ; Aki Toyosaki
2013,帕罗奥图,Palo Alto,100分钟,剧情,2014年5月9日,美国上映,美国,吉雅·科波拉,Odeon,http://movie.mtime.com/204462/,0,0,204462,6.7,-,艾玛·罗伯茨 ; Emma Roberts ; 詹姆斯·弗兰科 ; James Franco ; 杰克·基默 ; Jack Kilmer ; 奈特·沃尔夫 ; Nat Wolff
2013,给我庇护,Gimme Shelter,101分钟,剧情,2013年10月17日,美国上映,美国,Ron Krauss,Roadside Attractions,http://movie.mtime.com/135335/,0,0,135335,7,-,瓦妮莎·哈金斯 ; Vanessa Hudg.. ; 罗莎里奥·道森 ; Rosario Dawson ; 布兰登·费舍 ; Brendan Fraser ; 艾米丽·梅德 ; Emily Meade
2013,一维,Yi Wei,,短片 武侠 古装,2013年8月15日,韩国上映,中国,吕乐,,http://movie.mtime.com/195030/,0,0,195030,7.5,-,
2013,寻找隐世快乐,L'arte della felicità,76分钟,动画 剧情,2013年10月3日,英国上映,意大利,Alessandro Rak,Cinecittà Luce,http://movie.mtime.com/206277/,0,0,206277,7.8,-,Lucio Allocca ; Leandro Amato ; Silvia Baritzka ; Francesca Romana Bergamo
2013,史宾机器人：重启,Robosapien: Rebooted,,冒险 剧情,2013年5月3日,英国上映,美国,肖恩·麦克纳马拉,CatchPlay,http://movie.mtime.com/95849/,0,0,95849,6.3,-,鲍比·科尔曼 ; Bobby Coleman ; 佩内洛普·安·米勒 ; Penelope Ann.. ; 大卫·艾根伯格 ; David Eigenb.. ; Holliston Coleman
2013,我死在去年夏天,Last Summer,93分钟,恐怖,2013年6月27日,泰国上映,泰国,Saranyoo Jiralak,Shaw Organisation,http://movie.mtime.com/199628/,0,0,199628,5.6,-,吉拉育·拉翁马尼 ; Jirayu La-On.. ; Sutatta Udomsilp
2013,酷我随行,As Cool as I Am,,剧情 喜剧,2013年6月21日,美国上映,美国,马克斯·梅尔,IFC Films,http://movie.mtime.com/200916/,0,0,200916,7.1,-,克莱尔·丹妮斯 ; Claire Danes ; 詹姆斯·麦斯登 ; James Marsden ; 托马斯·曼 ; Thomas Mann ; 莎拉·伯格 ; Sarah Bolger
2013,少女,Steel Cold Winter,110分钟,爱情 惊悚 悬疑,2013年11月7日,韩国上映,韩国,崔振成,,http://movie.mtime.com/206458/,0,0,206458,6.1,-,金时厚 ; Shi-hoo Kim ; 金允慧 ; Woori
2013,谁来买我的圣诞树,All Is Bright,107分钟,喜剧 剧情,2013年10月4日,美国上映,美国,菲尔·莫里森,Front Row Filmed Entertainment,http://movie.mtime.com/164428/,0,0,164428,6.4,-,保罗·路德 ; Paul Rudd ; 保罗·吉亚玛提 ; Paul Giamatti ; 莎莉·霍金斯 ; Sally Hawkins ; 艾米·兰德克 ; Amy Landecker
2013,爱情剪子石头布,One Perfect Day,,爱情 短片 喜剧,2013年4月,韩国上映,韩国,金知云,,http://movie.mtime.com/195168/,0,0,195168,5.9,-,尹继尚 ; Gye-sang Yun ; 朴信惠 ; Sin-hye Park ; 朴秀珍 ; Su-jin Park ; 安乃尚 ; Nae-sang Ahn
2013,奥玛,Omar,96分钟,剧情 爱情 惊悚,2013年10月16日,法国上映,巴勒斯坦,汉尼·阿布-阿萨德,Pretty Pictures,http://movie.mtime.com/197858/,1,2,197858,7.6,-,Adam Bakri ; Essam Abu Aabed ; Foad Abed-Eihadi ; Adel Abu-Lasheen
2013,绿椅子2013,Green Chair 2013 - Love Conceptually,,爱情 剧情,2013年10月31日,韩国上映,韩国,朴哲洙,,http://movie.mtime.com/206441/,0,0,206441,5.7,-,
2013,樱，重逢的加奈子,Orpheus' Lyre,,剧情,2013年4月6日,日本上映,日本,栗村实,Showgate,http://movie.mtime.com/181405/,0,0,181405,7.2,-,广末凉子 ; Hirosue Ryoko ; 稻垣吾郎 ; Goro Inagaki ; 福田麻由子 ; Mayuko Fukuda ; 江波杏子 ; Kyôko Enami
2013,100次哭泣,Crying 100 times,116分钟,剧情,2013年6月22日,日本上映,日本,广木隆一,Showgate,http://movie.mtime.com/200534/,0,0,200534,6.4,-,大仓忠义 ; Tadayoshi Ok.. ; 桐谷美玲 ; Mirei Kiritani ; 友阪理惠 ; Rie Tomosaka ; 忍成修吾 ; Shûgo Oshinari
2013,魔力，魔力,Magic Magic,97分钟,惊悚,2013年7月26日,美国上映,智利,塞巴斯蒂安·席尔瓦,Sony Pictures Home Entertainment,http://movie.mtime.com/190476/,0,0,190476,6.8,-,迈克尔·塞拉 ; Michael Cera ; 朱诺·坦普尔 ; Juno Temple ; 艾米莉·布朗宁 ; Emily Browning ; 凯特琳娜·桑迪诺·莫雷诺
2013,一见未钟情,Love Needs One More Night,100分钟,爱情 剧情 喜剧,2014年2月14日,中国上映 - 2D,中国,郑真,,http://movie.mtime.com/202788/,0,0,202788,-1,-,崔可法 ; Kefa Cui ; 徐秀琳 ; Xiu-lin Xu ; 骆达华 ; Tat-Wah Lok ; 陈翊恒 ; Daniel Yee H..
2013,神驹贾鲁普,Jappeloup,,,2013年3月13日,法国上映,法国,克里斯丁·杜瓦,百代电影公司,http://movie.mtime.com/190930/,0,0,190930,7.1,-,吉约姆·卡内 ; Guillaume Ca.. ; 玛丽娜·汉斯 ; Marina Hands ; 丹尼尔·奥图 ; Daniel Auteuil ; 璐·德·拉格 ; Lou de Laâge
2013,火箭,The Rocket,96分钟,剧情,2013年8月29日,澳大利亚上映,澳大利亚,基姆·默多恩特,Curious Films,http://movie.mtime.com/193370/,0,0,193370,7.6,-,Sitthiphon Disamoe ; Loungnam Kaosainam ; Thep Phongam ; Bunsri Yindi
2013,极速一生,1,112分钟,纪录片,2013年10月1日,美国上映,美国,鲍尔·克劳德尔,Cathay-Keris Films Pte. Ltd.,http://movie.mtime.com/209154/,0,0,209154,7.6,-,迈克尔·法斯宾德 ; Michael Fass.. ; Niki Lauda ; 迈克尔·舒马赫 ; Michael Schu.. ; 马里奥·安德瑞堤 ; Mario Andretti
2013,遗体 通往明日的十天,遺体 明日への十日間,,,2013年2月23日,日本上映,日本,君塚良一,,http://movie.mtime.com/194076/,0,0,194076,7.5,-,西田敏行 ; Toshiyuki Ni.. ; 绪形直人 ; Naoto Ogata ; 胜地凉 ; Ryo Katsuji ; 国村隼 ; Jun Kunimura
2013,疯狂的米罗,Bad Milo!,,恐怖 喜剧,2013年6月29日,捷克上映,美国,Jacob Vaughan,Magnet Releasing,http://movie.mtime.com/204490/,0,0,204490,5.6,-,肯·马里诺 ; Ken Marino ; 吉莉安·雅各布斯 ; Gillian Jacobs ; 帕特里克·沃伯顿 ; Patrick Warb.. ; 彼得·斯特曼 ; Peter Stormare
2013,爱与荣耀,Love and Honor,,剧情 爱情 战争,2013年3月22日,美国上映,美国,丹尼·莫尼,Dutch FilmWorks (DFW) B.V.,http://movie.mtime.com/169138/,0,0,169138,-1,-,利亚姆·海姆斯沃斯 ; Liam Hemsworth ; 奥斯汀·斯托维尔 ; Austin Stowell ; 泰莉莎·帕尔墨 ; Teresa Palmer ; 艾米·缇加登 ; Aimee Teegar..
2013,ATARU 电影版,Ataru: the First Love & the Last Kill,,剧情,2013年9月14日,日本上映,日本,木村尚,东宝国际,http://movie.mtime.com/201603/,0,0,201603,6.6,-,中居正广 ; Masahiro Nakai ; 栗山千明 ; Chiaki Kuriy.. ; 北村一辉 ; Kazuki Kitam.. ; 堀北真希 ; Maki Horikita
2013,魔鬼小提琴家帕格尼尼,Paganini: The Devil's Violinist,,歌舞 传记 剧情,2013年10月31日,德国上映,德国,伯纳德·罗斯,Universum Film A.G. (UFA),http://movie.mtime.com/206146/,0,0,206146,7.5,-,David Garrett ; 杰瑞德·哈里斯 ; Jared Harris ; 朱莉·理查德森 ; Joely Richar.. ; 克里斯蒂安·麦凯 ; Christian Mc..
2013,之名,W imie...,,,2013年2月8日,德国上映,波兰,玛高扎塔·施莫夫兹卡,Kino Swiat,http://movie.mtime.com/192908/,0,0,192908,7.9,-,安德热·柴拉 ; Andrzej Chyra ; 马太乌兹·科西基维奇 ; 玛雅·奥丝塔泽斯卡 ; Maja Ostasze.. ; Maria Maj
2013,夏之终结,Natsu no owari,,传记 剧情,2013年8月31日,日本上映,日本,熊切和嘉,Slow Learner,http://movie.mtime.com/198406/,0,0,198406,6.2,-,满岛光 ; Hikari Mitsu.. ; 小林薰 ; Kaoru Kobaya.. ; 绫野刚 ; Gô Ayano ; 赤沼梦罗 ; Mayura Akane
2013,马儿快跑,Get a Horse!,,动画 短片,2013年11月27日,美国上映,美国,Lauren MacMullan,华特·迪士尼动画公司,http://movie.mtime.com/205220/,0,0,205220,7.9,-,比利·布莱彻 ; Billy Bletcher ; 华特·迪士尼 ; Walt Disney ; Marcellite Garner
2013,拉拉队员都死了,All Cheerleaders Die,89分钟,惊悚 喜剧 恐怖,2013年9月5日,加拿大上映,美国,拉奇·马凯,Image Entertainment Inc.,http://movie.mtime.com/216400/,0,0,216400,4.4,-,凯特琳·斯塔西 ; Caitlin Stasey ; Sianoa Smit-McPhee ; Brooke Butler ; Tom Williamson
2013,中学生圆山,"Maruyama, the Middle Schooler",,喜剧,2013年5月18日,日本上映,日本,宫藤官九郎,Pony Canyon Enterprises (I),http://movie.mtime.com/174304/,0,0,174304,6.6,-,草剪刚 ; Tsuyoshi Kus.. ; 平冈拓真 ; Takuma Hiraoka ; 仲村彻 ; Toru Nakamura ; 坂井真纪 ; Maki Sakai
2013,天堂：希望,Paradise: Hope,100分钟,剧情,2013年2月8日,德国上映,奥地利,尤里西·塞德尔,Eye Film Instituut,http://movie.mtime.com/190561/,0,0,190561,6.7,-,梅拉尼·伦兹 ; Melanie Lenz ; 维雷娜·勒鲍 ; Verena Lehba.. ; 约瑟夫·洛伦兹 ; Joseph Lorenz ; 米卡埃尔·托马斯 ; Michael Thomas
2013,我是你的罗密欧,Raanjhanaa,140分钟,爱情 剧情,2013年6月21日,印度上映,印度,Aanand Rai,Eros Australia Pty. Ltd.,http://movie.mtime.com/203493/,0,0,203493,7.1,-,Dhanush ; 索娜姆·卡波尔 ; Sonam Kapoor ; 阿布依·多尔 ; Abhay Deol ; Swara Bhaskar
2013,夜店北京,Beijing Night Club,89分钟,,2013年8月11日,中国上映,中国,张朋,三川映社传媒,http://movie.mtime.com/205912/,0,0,205912,3.2,-,李立北 ; 高梦瑶 ; 成宗焕 ; Acheng ; 郄路通 ; Lutong Xi
2013,全职猎人剧场版：最后的任务,Hunter X Hunter: The Last Mission,,动画 动作 奇幻,2013年12月27日,日本上映,日本,川口敬一郎,,http://movie.mtime.com/207122/,0,0,207122,6.3,-,潘惠美 ; Megumi Han ; 伊濑茉莉也 ; Mariya Ise ; Ichiro Nagai ; 浪川大辅 ; Daisuke Nami..
2013,奥兹国的桃乐西,Legends of Oz: Dorothy's Return,88分钟,动画 家庭 歌舞,2014年5月9日,美国上映,美国,Dan St. Pierre,Phoenicia Pictures,http://movie.mtime.com/109997/,0,0,109997,6.1,-,丽亚·米雪儿 ; Lea Michele ; 休·丹西 ; Hugh Dancy ; 帕特里克·斯图尔特 ; Patrick Stew.. ; 丹·艾克罗伊德 ; Dan Aykroyd
2013,冲浪兄弟,Drift,,剧情 运动,2013年5月2日,澳大利亚上映,澳大利亚,Ben Nott,Hopscotch Films,http://movie.mtime.com/149329/,0,0,149329,7.4,-,萨姆·沃辛顿 ; Sam Worthing.. ; 沙维尔·塞缪尔 ; Xavier Samuel ; 莱斯丽-安·布莱德 ; Lesley-Ann B.. ; Myles Pollard
2013,七天,Drogówka,118分钟,犯罪 剧情,2013年2月1日,波兰上映,波兰,沃吉西奇·斯玛佐斯基,Next Film,http://movie.mtime.com/194798/,0,0,194798,7.7,-,Bartlomiej Topa ; Arkadiusz Jakubik ; 茱莉亚·齐尤夫斯卡 ; Julia Kijowska ; Eryk Lubos
2013,我们窃取秘密：维基解密的故事,We Steal Secrets: The Story of WikiLeaks,,纪录片,2013年5月24日,美国上映,美国,阿莱克斯·吉布内,Focus World,http://movie.mtime.com/195629/,0,0,195629,7.6,-,朱利安·阿桑奇 ; Julian Assange ; Adrian Lamo ; Bradley Manning ; James Ball
2013,再见，爱人,"Au Revoir, Mon Amant",,爱情 剧情,2013年4月17日,美国上映,美国,Jarvis Liao,,http://movie.mtime.com/196617/,0,0,196617,-1,-,Joshua Leeson ; Ben Clos ; Matthew Mikita
2013,嗨起，打他个鬼子,"Hai Qi, Da Ta Ge Gui Zi",,剧情 犯罪,2013年8月10日,中国上映,中国,陶明喜,贵阳艾美华星文化传媒有限责任公司,http://movie.mtime.com/205066/,0,0,205066,-1,-,侯桐江 ; Tong-jiang Hou ; 陈市 ; Shi Chen ; 袁奇峰 ; Qifeng Yuan ; 杨紫江 ; Zi Jiang Yang
2013,暑假作业,A Time in Quchi,109分钟,剧情,2013年12月6日,中国台湾上映,中国台湾,张作骥,张作骥电影工作室有限公司,http://movie.mtime.com/165738/,0,0,165738,7.4,-,杨亮俞 ; Liang-yu Yang ; 谢明诠 ; Ming-quan Xie
2013,冷水,Coldwater,,惊悚 剧情,2013年,美国上映,美国,Vincent Grashaw,Flying P Films,http://movie.mtime.com/174762/,0,0,174762,6.7,-,P.J. Boudousque ; Octavius J. Johnson ; Chris Petrovski
2013,圣哥传剧场版,Saint Young Men,,动画,2013年5月10日,日本上映,日本,高雄统子,东宝国际,http://movie.mtime.com/195133/,0,0,195133,7.6,-,森山未来 ; Mirai Moriyama ; 星野源 ; Gen Hoshino ; 铃木玲子 ; Reiko Suzuki
2013,僵尸小姐,Miss Zombie,85分钟,恐怖,2013年9月14日,日本上映,日本,萨布,Amuse Soft Entertainment K.K.,http://movie.mtime.com/204260/,0,0,204260,7.7,-,小松彩夏 ; Ayaka Komatsu ; 富坚真 ; Makoto Togashi ; 手塚通 ; Toru Tezuka ; 骏河太郎 ; Tarô Suruga
2013,新年头老日子,"A New Year, The Same Days",,短片 剧情,2013年7月,中国上映,中国,吴念真,,http://movie.mtime.com/204766/,0,0,204766,7.1,-,林美秀 ; Mei Shiu Lin ; 罗北安 ; Lo Bei-an ; 廖君兹 ; Jun Ci Liao ; 林圣家 ; Sheng Jia Lin
2013,上帝难为,Trudno byt bogom,170分钟,科幻,2013年11月13日,意大利上映,俄罗斯,阿列克谢·日尔曼,Capricci Films,http://movie.mtime.com/217194/,0,0,217194,7,-,Leonid Yarmolnik ; Dmitri Vladimirov ; 尤里·特斯瑞洛 ; Yuri Tsurilo ; Yevgeni Gerchakov
2013,救赎,Straight A's,,喜剧 剧情,2013年6月,荷兰上映,美国,James Cox,Dutch FilmWorks (DFW) B.V.,http://movie.mtime.com/193429/,0,0,193429,-1,-,瑞恩·菲利普 ; Ryan Phillippe ; 安娜·帕奎因 ; Anna Paquin ; 卢克·威尔逊 ; Luke Wilson ; 鲍沃斯·布斯 ; Powers Boothe
2013,果阿猎人,Go Goa Gone,,喜剧,2013年5月10日,印度上映,印度,Krishna D.K.,Illuminati Films,http://movie.mtime.com/195976/,0,0,195976,5.9,-,赛尔夫·阿里·汗 ; Saif Ali Khan ; Master Kunal Kemmy ; Anand Tiwari ; 维尔·达斯 ; Vir Das
2013,柔浪,Nezné vlny,96分钟,喜剧 爱情,2014年1月9日,捷克上映,捷克,杰里·维捷德雷克,Falcon,http://movie.mtime.com/208138/,0,0,208138,8,-,罗伯特·塞杰纳 ; Robert Cejnar ; 露西·斯泰弗洛瓦 ; Lucie Steflová ; 塔狄安娜·保霍弗娃 ; Tatiana Pauh.. ; 海内克·瑟马克 ; Hynek Cermak
2013,顶层楼房,Penthouse North,,惊悚,2013年,美国上映,美国,约瑟夫·鲁本,帝门影业公司,http://movie.mtime.com/156608/,0,0,156608,6.8,-,米歇尔·莫娜汉 ; Michelle Mon.. ; 迈克尔·基顿 ; Michael Keaton ; 巴里·斯隆 ; Barry Sloane ; Andrew W. Walker
2013,嗜血校园,Vamp U,,动作 恐怖 喜剧,2012年,美国上映,美国,Matt Jespersen,Level 33 Entertainment,http://movie.mtime.com/192179/,0,0,192179,5,-,阿莱克希丝·克纳普 ; Alexis Knapp ; 盖瑞·科尔 ; Gary Cole ; 朱丽叶·冈扎罗 ; Julie Gonzalo ; Bart Johnson
2013,花开伊吕波剧场版：甜蜜的家,Hanasaku Iroha Home Sweet Home,,动画 剧情 喜剧,2013年3月30日,日本上映,日本,安藤真裕,Bandai Visual Co. Ltd.,http://movie.mtime.com/196599/,0,0,196599,8.2,-,长岛茂 ; Cho ; 浜田贤二 ; Kenji Hamada ; 本田贵子 ; Takako Honda ; 伊藤加奈惠 ; Itô Kanae
2013,单身派对,The Stag,94分钟,喜剧,2014年3月7日,英国上映,爱尔兰,约翰·巴特勒,Treasure Entertainment Ltd.,http://movie.mtime.com/207315/,0,0,207315,7.6,-,安德鲁·斯科特 ; Andrew Scott ; 休·奥康纳 ; Hugh O'Conor ; 彼得·麦克唐纳德 ; Peter McDonald ; 艾米·赫伯曼 ; Amy Huberman
2013,关灯以后,Lights Out,3分钟,短片 恐怖,2013年12月30日,瑞典上映,瑞典,大卫·F·桑德伯格,,http://movie.mtime.com/217528/,0,0,217528,7.1,-,洛塔·洛森 ; Lotta Losten
2013,绝命代理,Proxy,,惊悚 剧情 恐怖,2013年,美国上映,美国,扎克·帕克,Along The Tracks,http://movie.mtime.com/205795/,0,0,205795,5.8,-,乔·斯万博格 ; Joe Swanberg ; 亚力克夏·哈文斯 ; Alexa Havins ; Kristina Klebe ; Alexia Rasmussen
2013,海洋,Ocean,,惊悚 科幻,,/,美国,,,http://movie.mtime.com/119071/,0,0,119071,-1,-,
2013,莎拉宁愿跑步,Sarah Prefers to Run,97分钟,剧情 爱情 运动,2013年6月7日,加拿大上映,加拿大,Chloé Robichaud,Les Films Séville,http://movie.mtime.com/197852/,0,0,197852,6.9,-,苏菲·德斯马莱 ; Sophie Desma.. ; 让-塞班斯坦·库尔彻恩 ; Hélène Florent ; 米其林·兰克图 ; Micheline La..
2013,阿姆斯特朗谎言,The Armstrong Lie,122分钟,纪录片,2013年11月8日,美国上映,美国,阿莱克斯·吉布内,索尼经典,http://movie.mtime.com/134896/,0,0,134896,7.4,-,兰斯·阿姆斯特朗 ; Lance Armstr.. ; Reed Albergotti ; Betsy Andreu ; Frankie Andreu
2013,四十九天的食谱,Shijûkunichi no recipe,129分钟,剧情,2013年11月9日,日本上映,日本,棚田由纪,,http://movie.mtime.com/182627/,0,0,182627,6.8,-,永作博美 ; Hiromi Nagas.. ; 石桥莲司 ; Renji Ishiba.. ; 冈田将生 ; Masaki Okada ; 二阶堂富美 ; Fumi Nikaidô
2013,G.B.F.,,,喜剧,2013年4月19日,美国上映,美国,Darren Stein,School Pictures,http://movie.mtime.com/197758/,0,0,197758,6.3,-,伊文娜·林奇 ; Evanna Lynch ; 萨莎·皮特丝 ; Sasha Pieterse ; 娜塔莎·雷昂 ; Natasha Lyonne ; 梅根·莫拉莉 ; Megan Mullally
2013,凡人烦恼,Coincidence,90分钟,悬疑 喜剧,2014年12月16日,中国上映,,雷金克,北京中外世纪影视文化传播有限公司,http://movie.mtime.com/206456/,0,0,206456,-1,-,彭波 ; Bo Peng ; 王双宝 ; Shuangbao Wang ; 李添诺 ; Li Tian Nuo ; 王迎奇 ; Wang Ying Qi
2013,解码安妮·帕克,Decoding Annie Parker,91分钟,剧情,2013年4月4日,美国上映,美国,史蒂芬·博斯坦,Dorado Media and Capital,http://movie.mtime.com/155555/,0,0,155555,6.4,-,亚伦·保尔 ; Aaron Paul ; 玛姬·格蕾斯 ; Maggie Grace ; 爱丽丝·伊芙 ; Alice Eve ; 拉什达·琼斯 ; Rashida Jones
2013,利斧巨人：保罗班扬的愤怒,Axe Giant: The Wrath of Paul Bunyan,,恐怖,2013年5月31日,美国上映,美国,Gary Jones,Kinetic Filmworks,http://movie.mtime.com/184473/,0,0,184473,2.6,-,乔·艾斯特维兹 ; Joe Estevez ; Dan Haggerty ; Thomas Downey ; Amber Connor
2013,恶魔蜘蛛王,Big Ass Spider,,科幻,2013年3月8日,美国上映,美国,Mike Mendez,Eagle Films,http://movie.mtime.com/193434/,0,0,193434,3.8,-,琳·莎耶 ; Lin Shaye ; 格雷戈·格伦伯格 ; Greg Grunberg ; 雷·怀斯 ; Ray Wise ; 克莱儿·克拉莫 ; Clare Kramer
2013,血型君,血液型くん！,,,2013年4月7日,日本上映,,,,http://movie.mtime.com/195589/,0,0,195589,8.5,-,福山润 ; Jun Fukuyama ; 中村悠一 ; Yuuichi Naka.. ; 石田彰 ; Akira Ishida ; 柿原彻也 ; Tetsuya Kaki..
2013,我要进前十,Wo Yao Jin Qian Shi,,短片 剧情,,/,中国,毕鑫业,,http://movie.mtime.com/203062/,0,0,203062,-1,-,席亦舒 ; Xi Yishu ; 隋凯 ; Michael Step..
2013,你在这里,Are You Here,112分钟,喜剧,2014年8月22日,美国上映,美国,马修·维纳,千年娱乐,http://movie.mtime.com/138837/,0,0,138837,4.6,-,欧文·威尔逊 ; Owen Wilson ; 扎克·加利费安纳基斯 ; 艾米·波勒 ; Amy Poehler ; 梅丽莎·劳奇 ; Melissa Rauch
2013,不要迷恋姐,Chasing is Hurting,95分钟,剧情 喜剧,2013年3月8日,中国上映 - 2D,中国,钟萱,华夏电影发行有限责任公司,http://movie.mtime.com/194402/,0,0,194402,3.2,11.0万,钟萱 ; Xuan Zhong ; 刘栋升 ; Dongsheng Liu ; 尹博林 ; Bolin Yin ; 王玥 ; Yue Wang
2013,金笼子,La jaula de oro,102分钟,剧情,2013年5月22日,法国上映,危地马拉,迪戈·格马达-迭兹,Pretty Pictures,http://movie.mtime.com/197850/,0,0,197850,7.6,-,卡伦·马丁内兹 ; Karen Martínez ; 雷多弗·多米格兹 ; Rodolfo Domí.. ; 布兰登·洛佩兹 ; Brandon López ; 卡洛斯·查洪 ; Carlos Chajon
2013,革命机Valvrave,革命機ヴァルヴレイヴ,,,2013年4月11日,日本上映,,,,http://movie.mtime.com/199684/,0,0,199684,-1,-,
2013,春,HAL,,动画,2013年6月8日,日本上映,日本,牧原亮太郎,,http://movie.mtime.com/201707/,0,0,201707,-1,-,细谷佳正 ; Yoshimasa Ho.. ; 日笠阳子 ; Yoko Hikasa ; 宫野真守 ; Mamoru Miyano ; 辻亲八 ; Shinbachi Ts..
2013,鬼伴,+1,,惊悚,2013年9月20日,美国上映,美国,丹尼斯·伊利亚迪,IFC Midnight,http://movie.mtime.com/205634/,0,0,205634,6.4,-,瑞斯·维克菲尔德 ; Rhys Wakefield ; 阿什莉·欣肖 ; Ashley Hinshaw ; 罗根·米勒 ; Logan Miller ; 娜塔莉·霍尔 ; Natalie Hall
